Number (thousands), 0, 4446, 4366, 4342, 4350, 4514, 4524, 4573, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 17.4, 16.7, 16.3, 16.1, 16.4, 16.2, 16.1, 0, 0, 0, 0, 

Maldives

Number (thousands), 0, 32, 32, 32, 33, 47, 49, 48, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 10.8, 10.9, 10.8, 10.9, 15.3, 15.7, 15.2, 0, 0, 0, 0, 

Mali

Number (thousands), 0, 66, 76, 83, 80, 81, 85, 114, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 0.5, 0.6, 0.6, 0.6, 0.6, 0.6, 0.7, 0, 0, 0, 0, 

Malta

Number (thousands), 0, 207, 202, 208, 230, 241, 245, 247, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 50.7, 49.4, 50.7, 55.9, 58.3, 59, 59.4, 0, 0, 0, 0, 

Marshall Islands1

Number (thousands), 0, 4, 4, 4, 4, 4, 4, 4, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 8.5, 8.5, 8.4, 8.4, 8.3, 8.2, 8.1, 0, 0, 0, 0, 

Mauritania

Number (thousands), 0, 39, 41, 35, 40, 76, 74, 72, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 1.3, 1.4, 1.1, 1.3, 2.3, 2.2, 2.1, 0, 0, 0, 0, 

Mauritius

Number (thousands), 0, 354, 357, 357, 361, 364, 375, 388, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 28.4, 28.5, 28.2, 28.3, 28.3, 29.1, 29.8, 0, 0, 0, 0, 

Mayotte1

Number (thousands), 0, 10, 10, 10, 10, 10, 10, 10, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 5.9, 5.7, 5.6, 5.4, 5.2, 5.1, 4.9, 0, 0, 0, 0, 

Mexico

Number (thousands), 0, 18073, 19512, 19861, 19998, 20491, 19337, 19891, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 17.2, 18.3, 18.4, 18.3, 18.5, 17.3, 17.5, 0, 0, 0, 0, 

Micronesia (Fed. States of)

Number (thousands), 0, 12, 12, 9, 9, 9, 9, 8, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 11, 11.4, 8.1, 7.9, 7.9, 7.9, 7.6, 0, 0, 0, 0, 

Monaco

Number (thousands), 0, 34, 34, 34, 35, 35, 34, 34, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 95.9, 96.4, 97.4, 98.3, 99.1, 97.2, 96.4, 0, 0, 0, 0, 

Mongolia

Number (thousands), 0, 146, 156, 195, 183, 200, 189, 193, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 5.8, 6.1, 7.6, 7, 7.5, 7, 7, 0, 0, 0, 0, 

Montenegro

Number (thousands), 0, 0, 171, 168, 176, 174, 172, 170, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 0, 27.3, 26.8, 28.1, 27.7, 27.2, 26.8, 0, 0, 0, 0, 

Montserrat

Number (thousands), 0, 0, 0, 3, 3, 3, 3, 3, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 0, 0, 51, 49.1, 47.7, 45.8, 43.8, 0, 0, 0, 0, 

Morocco

Number (thousands), 0, 1309, 1341, 1266, 2394, 2991, 3516, 3749, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 4.4, 4.4, 4.1, 7.7, 9.6, 11.1, 11.7, 0, 0, 0, 0, 

Mozambique

Number (thousands), 0, 75, 66, 70, 78, 78, 82, 88, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 0.4, 0.3, 0.3, 0.4, 0.4, 0.4, 0.4, 0, 0, 0, 0, 

Myanmar

Number (thousands), 0, 425, 504, 571, 464, 504, 552, 605, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 0.9, 1.1, 1.2, 1, 1.1, 1.2, 1.3, 0, 0, 0, 0, 

Namibia

Number (thousands), (30/09), 128, 139, 136, 138, 145, 149, 152, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 6.3, 6.7, 6.4, 6.4, 6.6, 6.6, 6.7, 0, 0, 0, 0, 

Nauru

Number (thousands), 0, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 17.8, 17.8, 17.8, 17.7, 17.7, 18.6, 0, 0, 0, 0, 0, 

Nepal

Number (thousands), (15/07), 418, 485, 612, 701, 805, 813, 842, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 1.6, 1.8, 2.2, 2.5, 2.8, 2.8, 2.8, 0, 0, 0, 0, 

Netherlands

Number (thousands), 0, 7861, 7600, 7450, 7404, 7317, 7320, 7169, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 48.5, 46.6, 45.5, 45, 44.3, 44.2, 43.2, 0, 0, 0, 0, 

Netherlands Antilles1

Number (thousands), 0, 84, 85, 86, 87, 88, 89, 90, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 45.8, 45.7, 45.6, 45.4, 45.1, 44.9, 44.9, 0, 0, 0, 0, 

New Caledonia

Number (thousands), 0, 53, 55, 58, 60, 63, 67, 72, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 23.5, 23.9, 24.6, 25.2, 25.9, 27.3, 28.8, 0, 0, 0, 0, 

New Zealand

Number (thousands), (01/04), 1801, 1729, 1762, 1747, 1750, 1870, 1870, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 44.1, 41.8, 42.1, 41.3, 40.9, 43.3, 42.8, 0, 0, 0, 0, 

Nicaragua

Number (thousands), 0, 214, 221, 248, 249, 252, 255, 258, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 4, 4.1, 4.5, 4.5, 4.5, 4.5, 4.5, 0, 0, 0, 0, 

Niger

Number (thousands), 0, 24, 24, 30, 42, 65, 76, 84, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 0.2, 0.2, 0.2, 0.3, 0.5, 0.5, 0.5, 0, 0, 0, 0, 

Nigeria

Number (thousands), 0, 1028, 1223, 1688, 1580, 1308, 1482, 1050, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 0.8, 0.9, 1.2, 1.1, 0.9, 1, 0.7, 0, 0, 0, 0, 

Niue

Number (thousands), 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 60.8, 62.3, 60.9, 62.6, 64.3, 72.8, 81.7, 0, 0, 0, 0, 

Northern Mariana Islands1

Number (thousands), 0, 23, 23, 24, 24, 25, 25, 26, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 33.3, 34.6, 36.1, 37.6, 39.4, 40.8, 41.9, 0, 0, 0, 0, 

Norway

Number (thousands), 0, 2180, 2109, 2055, 1988, 1896, 1783, 1702, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 47.5, 45.6, 44, 42.1, 39.7, 36.9, 34.9, 0, 0, 0, 0, 

Occupied Palestinian Terr.

Number (thousands), 0, 271, 337, 322, 349, 355, 368, 0, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 7.8, 9.5, 8.9, 9.4, 9.3, 9.4, 0, 0, 0, 0, 0, 

Oman

Number (thousands), 0, 243, 265, 270, 295, 305, 300, 284, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 10.2, 10.9, 10.8, 11.5, 11.6, 11.1, 10.2, 0, 0, 0, 0, 

Pakistan

Number (thousands), (30/06), 4502, 5228, 5240, 4806, 4417, 3523, 3419, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 2.9, 3.3, 3.2, 2.9, 2.6, 2.1, 2, 0, 0, 0, 0, 

Palau

Number (thousands), 0, 8, 8, 7, 7, 7, 7, 7, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 39.1, 40.1, 36.6, 37.2, 36.4, 34.7, 34.1, 0, 0, 0, 0, 

Panama

Number (thousands), 0, 425, 470, 488, 495, 524, 536, 553, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 13.4, 14.5, 14.8, 14.8, 15.4, 15.5, 15.7, 0, 0, 0, 0, 

Papua New Guinea

Number (thousands), 0, 63, 64, 62, 60, 67, 91, 121, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 1.1, 1.1, 1, 0.9, 1, 1.4, 1.8, 0, 0, 0, 0, 

Paraguay

Number (thousands), 0, 303, 320, 331, 394, 370, 387, 405, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 5.2, 5.4, 5.5, 6.5, 5.9, 6.1, 6.3, 0, 0, 0, 0, 

Peru, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 

Number (thousands), 0, 2194, 2403, 2559, 2844, 3075, 3159, 3160, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 8.1, 8.7, 9.2, 10.1, 10.8, 11, 10.9, 0, 0, 0, 0, 

Philippines

Number (thousands), 0, 3437, 3367, 3633, 3940, 4076, 6783, 6783, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 4.1, 3.9, 4.2, 4.4, 4.5, 7.4, 7.3, 0, 0, 0, 0, 

Poland

Number (thousands), 0, 12553, 11836, 11476, 10491, 9725, 9587, 9451, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 32.9, 31, 30.1, 27.5, 25.5, 25.1, 24.7, 0, 0, 0, 0, 

Number (thousands), 0, 4238, 4234, 4242, 4204, 4160, 4343, 4485, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 40.3, 40.2, 40.1, 39.6, 39.1, 40.8, 42, 0, 0, 0, 0, 

Puerto Rico

Number (thousands), 0, 1112, 1038, 1038, 1013, 949, 906, 892, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 29.3, 27.4, 27.5, 26.9, 25.3, 24.1, 23.8, 0, 0, 0, 0, 

Qatar

Number (thousands), 0, 191, 205, 228, 237, 266, 288, 298, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 26.7, 25, 23.3, 20.2, 19, 18, 17, 0, 0, 0, 0, 

Republic of Moldova

Number (thousands), 0, 863, 929, 1018, 1080, 1115, 1139, 1161, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 22.6, 24.7, 27.4, 29.4, 30.7, 31.6, 32.5, 0, 0, 0, 0, 

Romania

Number (thousands), 0, 4388, 4383, 4198, 4416, 4750, 4730, 4500, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 20.1, 20.1, 19.3, 20.4, 22, 22, 20.9, 0, 0, 0, 0, 

Russian Federation

Number (thousands), 0, 38500, 40100, 43900, 45218, 45539, 45380, 44959, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 26.7, 27.9, 30.6, 31.6, 31.8, 31.7, 31.5, 0, 0, 0, 0, 

Rwanda

Number (thousands), 0, 23, 24, 23, 23, 17, 33, 40, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 0.3, 0.3, 0.3, 0.2, 0.2, 0.3, 0.4, 0, 0, 0, 0, 

Saint Helena

Number (thousands), 0, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 47.9, 49, 49.9, 51.9, 53.4, 55.7, 57.8, 0, 0, 0, 0, 

Saint Kitts and Nevis

Number (thousands), (01/04), 20, 20, 21, 20, 20, 21, 21, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 41.9, 41.3, 41.5, 40.5, 39.9, 39.6, 39.3, 0, 0, 0, 0, 

Saint Lucia

Number (thousands), (01/04), 42, 39, 41, 41, 41, 41, 41, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 25.7, 23.6, 24.5, 24.2, 24, 23.8, 23.6, 0, 0, 0, 0, 

Saint Vincent-Grenadines

Number (thousands), (01/04), 19, 23, 23, 23, 23, 23, 22, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 17.5, 20.7, 20.8, 21, 20.9, 21.1, 19.9, 0, 0, 0, 0, 

Samoa

Number (thousands), 0, 16, 20, 23, 26, 29, 32, 35, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 9.1, 10.8, 12.5, 14.2, 15.8, 17.5, 19.3, 0, 0, 0, 0, 

San Marino

Number (thousands), 0, 21, 21, 21, 21, 21, 22, 22, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 69.8, 68.8, 68.4, 68, 68.3, 68.6, 68.8, 0, 0, 0, 0, 

Sao Tome and Principe

Number (thousands), 0, 7, 7, 8, 8, 8, 8, 8, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 4.7, 4.7, 4.9, 4.9, 4.8, 4.7, 4.6, 0, 0, 0, 0, 

Saudi Arabia

Number (thousands), 0, 3695, 3844, 3951, 3996, 4100, 4171, 4166, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 15.9, 16, 15.9, 15.7, 15.7, 15.6, 15.2, 0, 0, 0, 0, 

Senegal

Number (thousands), 0, 245, 267, 283, 269, 238, 279, 342, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 2.3, 2.5, 2.5, 2.4, 2, 2.3, 2.8, 0, 0, 0, 0, 

Serbia

Number (thousands), 0, 2685, 2527, 2719, 2993, 3085, 3106, 3110, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 27.1, 32.9, 35.5, 39.1, 40.3, 40.5, 40.5, 0, 0, 0, 0, 

Seychelles

Number (thousands), (01/04), 21, 21, 21, 23, 22, 26, 22, 0, 0, 0, 0, 22

Per 100 inhabitants, 0, 25.7, 25.6, 24.5, 26.7, 26.1, 30.3, 25.5, 0, 0, 0, 0, 25.5

Sierra Leone

Number (thousands), 0, 27, 28, 29, 30, 32, 33, 14, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 0.5, 0.5, 0.5, 0.6, 0.6, 0.6, 0.2, 0, 0, 0, 0, 

Singapore

Number (thousands), (01/04), 1857, 1844, 1854, 1862, 1876, 1926, 1984, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 44.6, 43.2, 42, 40.6, 39.3, 38.9, 39, 0, 0, 0, 0, 

Slovakia

Number (thousands), 0, 1250, 1197, 1167, 1310, 1289, 1220, 1099, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 23.1, 22.1, 21.5, 24.1, 23.7, 22.4, 20.1, 0, 0, 0, 0, 

Slovenia

Number (thousands), 0, 811, 816, 837, 857, 982, 928, 914, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 40.6, 40.8, 41.7, 42.6, 48.7, 45.8, 45, 0, 0, 0, 0, 

Solomon Islands

Number (thousands), (01/04), 7, 7, 8, 8, 8, 8, 8, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 1.5, 1.6, 1.6, 1.6, 1.6, 1.6, 1.6, 0, 0, 0, 0, 

Somalia1

Number (thousands), 0, 100, 100, 100, 100, 100, 100, 100, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 1.2, 1.2, 1.2, 1.2, 1.1, 1.1, 1.1, 0, 0, 0, 0, 

South Africa

Number (thousands), (01/04), 4850, 4729, 4642, 4532, 4425, 4320, 4225, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 10.3, 9.9, 9.6, 9.3, 9, 8.7, 8.4, 0, 0, 0, 0, 

Spain

Number (thousands), 0, 17934, 19461, 19865, 20193, 20576, 20334, 19904, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 42, 44.9, 45.1, 45.3, 45.6, 44.6, 43.2, 0, 0, 0, 0, 

Sri Lanka

Number (thousands), 0, 991, 1244, 1884, 2742, 3446, 3436, 3578, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 5.1, 6.3, 9.4, 13.5, 16.8, 16.6, 17.2, 0, 0, 0, 0, 

Sudan

Number (thousands), 0, 1029, 570, 499, 345, 366, 370, 375, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 2.7, 1.5, 1.3, 0.9, 0.9, 0.9, 0.9, 0, 0, 0, 0, 

Suriname

Number (thousands), 0, 82, 81, 82, 82, 83, 84, 85, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 16.6, 16.2, 16.1, 16.1, 16.1, 16.1, 16.2, 0, 0, 0, 0, 

Swaziland

Number (thousands), (01/04), 45, 35, 44, 44, 44, 44, 44, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 4.1, 3.2, 3.9, 3.9, 3.8, 3.8, 3.7, 0, 0, 0, 0, 

Sweden

Number (thousands), 0, 5688, 5635, 5551, 5506, 5338, 5140, 5014, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 63.4, 62.4, 61.1, 60.r, 57.8, 55.2, 53.5, 0, 0, 0, 0, 

Switzerland

Number (thousands), 0, 5253, 5150, 5022, 4927, 4828, 4644, 4488, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 71.4, 69.5, 67.2, 65.5, 63.8, 60.9, 58.6, 0, 0, 0, 0, 

Syrian Arab Republic

Number (thousands), 0, 2658, 2903, 3243, 3452, 3633, 3871, 4069, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 14.8, 15.7, 17.1, 17.9, 18.5, 19.3, 19.9, 0, 0, 0, 0, 

Tajikistan

Number (thousands), 0, 273, 280, 0, 293, 287, 347, 368, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 4.3, 4.3, 0, 4.4, 4.3, 5.1, 5.4, 0, 0, 0, 0, 

Thailand

Number (thousands), (30/09), 6812, 7035, 7072, 7024, 7394, 7205, 7009, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 10.3, 10.6, 10.5, 10.4, 10.8, 10.5, 10.1, 0, 0, 0, 0, 

TFYR of Macedonia

Number (thousands), 0, 537, 534, 491, 464, 457, 437, 413, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 26.4, 26.2, 24, 22.6, 22.3, 21.3, 20.1, 0, 0, 0, 0, 

Timor-Leste

Number (thousands), 0, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0, 0, 0, 0, 

Togo

Number (thousands), 0, 66, 63, 82, 99, 141, 179, 214, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 1.3, 1.2, 1.5, 1.8, 2.4, 3, 3.6, 0, 0, 0, 0, 

Tokelau

Number (thousands) A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 21.2, 22.3, 25.6, 26.1, 26.3, 26.4, 26.4, 0, 0, 0, 0, 

Tonga

Number (thousands), 0, 13, 14, 18, 21, 26, 31, 31, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 13, 13.6, 18.2, 20.6, 24.8, 30, 29.8, 0, 0, 0, 0, 

Trinidad and Tobago

Number (thousands), (01/04), 322, 322, 326, 307, 315, 303, 293, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 24.6, 24.5, 24.7, 23.2, 23.7, 22.7, 21.9, 0, 0, 0, 0, 

Tunisia

Number (thousands), 0, 1204, 1257, 1268, 1273, 1239, 1279, 1290, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 12.3, 12.7, 12.7, 12.6, 12.1, 12.3, 12.3, 0, 0, 0, 0, 

Turkey

Number (thousands), 0, 19125, 18978, 18832, 18201, 17502, 16534, 16201, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 28.4, 27.9, 27.3, 26, 24.7, 23, 22.3, 0, 0, 0, 0, 

Turkmenistan

Number (thousands), 0, 388, 398, 424, 458, 478, 494, 520, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 8.3, 8.4, 8.8, 9.4, 9.7, 9.9, 10.3, 0, 0, 0, 0, 

Turks and Caicos Islands

Number (thousands), 0, 4, 4, 4, 4, 4, 4, 4, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 13.2, 12.1, 11.4, 10.8, 10.3, 9.9, 9.7, 0, 0, 0, 0, 

Tuvalu

Number (thousands), 0, 1, 1, 1, 1, 2, 2, 2, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 7.8, 9.2, 11.3, 13.3, 15.3, 17.3, 16.5, 0, 0, 0, 0, 

Uganda

Number (thousands), (30/06), 72, 88, 108, 166, 168, 234, 327, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 0.3, 0.3, 0.4, 0.6, 0.5, 0.7, 1, 0, 0, 0, 0, 

Ukraine

Number (thousands), 0, 12142, 11667, 12397, 12906, 13177, 13026, 12941, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 25.7, 24.9, 26.6, 27.9, 28.7, 28.5, 28.5, 0, 0, 0, 0, 

United Arab Emirates

Number (thousands), 0, 1188, 1237, 1310, 1386, 1596, 1580, 1479, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 32.5, 30.4, 28.1, 25.6, 25.7, 22.8, 19.7, 0, 0, 0, 0, 

United Kingdom

Number (thousands), (01/04), 34576, 34068, 33849, 33462, 34237, 33530, 33320, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 57.7, 56.6, 55.9, 55, 55.9, 54.4, 53.7, 0, 0, 0, 0, 

United Rep. of Tanzania

Number (thousands), 0, 148, 154, 152, 163, 124, 173, 175, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 0.4, 0.4, 0.4, 0.4, 0.3, 0.4, 0.4, 0, 0, 0, 0, 

United States

Number (thousands), 0, 177691, 175161, 167460, 158418, 162763, 152963, 151171, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 60.4, 59, 55.9, 52.4, 53.4, 49.7, 48.7, 0, 0, 0, 0, 

Uruguay

Number (thousands), 0, 997, 1006, 987, 965, 959, 953, 962, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 30, 30.3, 29.7, 28.9, 28.7, 28.4, 28.6, 0, 0, 0, 0, 

Uzbekistan

Number (thousands), 0, 1750, 1794, 1842, 1822, 1850, 1857, 1864, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 6.8, 6.9, 7, 6.9, 6.9, 6.8, 6.8, 0, 0, 0, 0, 

Vanuatu

Number (thousands), 0, 7, 7, 8, 9, 10, 7, 5, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 3.3, 3.3, 3.5, 4, 4.6, 3.1, 2.1, 0, 0, 0, 0, 

Venezuela (Boliv. Rep. of)

Number (thousands), 0, 3346, 3651, 4217, 5195, 6418, 6867, 7083, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 12.8, 13.7, 15.5, 18.8, 22.9, 24.1, 24.4, 0, 0, 0, 0, 

Viet Nam

Number (thousands), 0, 10125, 0, 8568, 11166, 14768, 17427, 16400, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 12.3, 0, 10.2, 13.1, 17.2, 20.1, 18.7, 0, 0, 0, 0, 

Wallis and Futuna Islands

Number (thousands), 0, 2, 2, 2, 2, 3, 3, 3, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 12.1, 12.3, 15.2, 17.3, 20.6, 21.7, 23, 0, 0, 0, 0, 

Yemen

Number (thousands), 0, 798, 901, 968, 1022, 961, 997, 1046, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 4, 4.4, 4.6, 4.7, 4.3, 4.3, 4.4, 0, 0, 0, 0, 

Zambia

Number (thousands), (01/04), 92, 95, 93, 92, 91, 90, 90, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 0.8, 0.8, 0.8, 0.8, 0.7, 0.7, 0.7, 0, 0, 0, 0, 

Zimbabwe

Number (thousands), (30/06), 317, 328, 336, 345, 348, 385, 379, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 2.5, 2.6, 2.7, 2.8, 2.8, 3.1, 3, 0, 0, 0, 0, 0
