Per 100 inhabitants, 1, 8, 41, 50, 63, 65, 65

Tokelau

Number (thousands), 0, 0, 0, 0, 0, 0, 

Per 100 inhabitants, 0, 0, 0, 0, 0, 0, 

Tonga

Number (thousands), 0, 30, 54, 56, 58, 68, 70

Per 100 inhabitants, 0, 30, 52, 53, 55, 64, 66

Trinidad and Tobago

Number (thousands), 162, 924, 1894, 1884, 1944, 1981, 2123

Per 100 inhabitants, 13, 71, 143, 141, 145, 147, 158

Tunisia

Number (thousands), 119, 5681, 11114, 12844, 12712, 14284, 14598

Per 100 inhabitants, 1, 57, 105, 118, 116, 128, 130

Turkey

Number (thousands), 16133, 43609, 61770, 67681, 69661, 71888, 73639

Per 100 inhabitants, 26, 64, 86, 91, 93, 95, 96

Turkmenistan

Number (thousands), 8, 105, 3198, 5900, 6125, 7206, 7842

Per 100 inhabitants, 0, 2, 63, 114, 117, 136, 146

Tuvalu

Number (thousands), 0, 1, 2, 3, 3, 4, 4

Per 100 inhabitants, 0, 13, 16, 28, 34, 38, 40

Uganda

Number (thousands), 127, 1315, 12828, 16356, 18069, 20366, 20220

Per 100 inhabitants, 1, 5, 38, 45, 48, 52, 50

Ukraine

Number (thousands), 819, 30014, 53929, 59344, 62459, 61170, 60720

Per 100 inhabitants, 2, 64, 117, 130, 138, 144, 144

United Arab Emirates

Number (thousands), 1428, 4534, 10926, 13775, 16064, 16819, 17943

Per 100 inhabitants, 47, 109, 129, 150, 172, 178, 187

United Kingdom

Number (thousands), 43452, 65472, 76730, 78329, 78674, 78461, 80284

Per 100 inhabitants, 74, 109, 124, 125, 125, 124, 126

United Rep. of Tanzania

Number (thousands), 111, 2964, 20984, 27219, 27443, 31863, 39666

Per 100 inhabitants, 0, 8, 47, 57, 56, 63, 76

United States

Number (thousands) 109 478, 0, 203700, 285118, 304838, 310698, 355500, 382307

Per 100 inhabitants, 38, 68, 91, 96, 97, 110, 118

United States Virgin Is.Ties

Number (thousands), 35, 80, 0, 0, 0, 0, 

Per 100 inhabitants, 32, 75, 0, 0, 0, 0, 

Uruguay

Number (thousands), 411, 1155, 4437, 4995, 5268, 5497, 5495

Per 100 inhabitants, 12, 35, 132, 147, 155, 161, 160

Uzbekistan

Number (thousands), 53, 720, 20952, 20274, 21500, 21639, 21783

Per 100 inhabitants, 0, 3, 75, 71, 74, 74, 73

Vanuatu

Number (thousands), 0, 13, 170, 146, 127, 156, 175

Per 100 inhabitants, 0, 6, 72, 59, 50, 60, 66

Venezuela (Boliv. Rep. of)

Number (thousands), 5447, 12496, 27880, 30569, 30896, 30528, 29094

Per 100 inhabitants, 22, 47, 96, 102, 102, 99, 93

Viet Nam

Number (thousands), 789, 9593, 111570, 131674, 123736, 136148, 122000

Per 100 inhabitants, 1, 11, 125, 145, 135, 147, 131

Wallis and Futuna Islands

Number (thousands), 0, 0, 0, 0, 0, 0, 

Yemen

Number (thousands), 32, 2278, 11085, 13900, 16845, 17100, 17359

Per 100 inhabitants, 0, 11, 49, 58, 69, 68, 68

Zambia

Number (thousands), 99, 950, 5447, 10525, 10396, 10115, 11558

Per 100 inhabitants, 1, 8, 41, 75, 72, 67, 74

Zimbabwe

Number (thousands), 266, 647, 7700, 12614, 13633, 11799, 12757

Per 100 inhabitants, 2, 5, 59, 92, 96, 81, 85
